freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.396e+02,3.313e+02,7.993e+02,1.970e+03
1.6,1.693e+03,1.436e+03,3.524e+03,6.654e+03
3.1,1.423e+03,1.403e+03,3.135e+03,5.960e+03
4.7,1.585e+03,1.286e+03,2.874e+03,5.745e+03
6.2,2.552e+03,1.488e+03,2.977e+03,7.017e+03
7.8,3.472e+03,1.781e+03,3.229e+03,8.482e+03
9.3,4.147e+03,1.858e+03,3.398e+03,9.403e+03
10.9,4.926e+03,1.755e+03,2.961e+03,9.643e+03
12.4,5.705e+03,1.450e+03,2.328e+03,9.483e+03
14.0,6.384e+03,1.084e+03,1.720e+03,9.188e+03
15.5,7.173e+03,8.681e+02,1.523e+03,9.565e+03
17.1,8.687e+03,7.825e+02,1.407e+03,1.088e+04
18.6,1.075e+04,6.891e+02,1.183e+03,1.262e+04
20.2,1.291e+04,7.044e+02,1.169e+03,1.478e+04
21.7,1.494e+04,6.887e+02,1.171e+03,1.680e+04
23.3,1.674e+04,6.598e+02,1.097e+03,1.850e+04
24.8,1.960e+04,6.068e+02,1.122e+03,2.133e+04
26.4,2.310e+04,6.418e+02,1.168e+03,2.491e+04
27.9,2.731e+04,6.552e+02,1.142e+03,2.911e+04
29.5,3.158e+04,6.135e+02,1.202e+03,3.340e+04
31.0,3.613e+04,6.109e+02,1.288e+03,3.803e+04
32.6,4.242e+04,6.062e+02,1.502e+03,4.453e+04
34.1,5.071e+04,6.293e+02,1.753e+03,5.309e+04
35.7,5.874e+04,6.737e+02,1.910e+03,6.133e+04
37.2,6.976e+04,8.220e+02,2.278e+03,7.286e+04
38.8,8.400e+04,8.812e+02,3.147e+03,8.803e+04
40.3,1.020e+05,9.964e+02,4.504e+03,1.075e+05
41.9,1.265e+05,1.266e+03,6.109e+03,1.339e+05
43.4,1.529e+05,1.615e+03,7.526e+03,1.620e+05
45.0,1.883e+05,2.047e+03,9.382e+03,1.997e+05
46.5,2.414e+05,2.581e+03,1.164e+04,2.556e+05
48.1,3.063e+05,2.832e+03,1.264e+04,3.217e+05
49.6,3.705e+05,2.872e+03,1.040e+04,3.837e+05
51.2,4.652e+05,3.686e+03,1.022e+04,4.791e+05
52.7,6.408e+05,5.758e+03,2.223e+04,6.688e+05
54.3,1.075e+06,9.184e+03,4.881e+04,1.133e+06
55.9,1.725e+06,1.453e+04,8.761e+04,1.827e+06
57.4,2.147e+06,2.308e+04,1.403e+05,2.311e+06
59.0,2.485e+06,3.089e+04,2.243e+05,2.740e+06
60.5,2.246e+06,3.120e+04,2.482e+05,2.526e+06
62.1,1.521e+06,2.755e+04,2.040e+05,1.753e+06
63.6,9.906e+05,2.835e+04,1.625e+05,1.181e+06
65.2,6.475e+05,2.990e+04,1.287e+05,8.060e+05
66.7,3.845e+05,2.809e+04,9.756e+04,5.102e+05
68.3,2.142e+05,2.548e+04,7.204e+04,3.117e+05
69.8,1.332e+05,2.352e+04,5.671e+04,2.135e+05
71.4,8.437e+04,2.121e+04,4.711e+04,1.527e+05
72.9,5.695e+04,2.043e+04,4.295e+04,1.203e+05
74.5,4.057e+04,2.084e+04,4.222e+04,1.036e+05
76.0,2.825e+04,2.370e+04,4.242e+04,9.437e+04
77.6,1.888e+04,2.814e+04,4.416e+04,9.118e+04
79.1,1.310e+04,3.269e+04,4.632e+04,9.211e+04
80.7,1.008e+04,3.347e+04,4.657e+04,9.012e+04
82.2,7.774e+03,3.314e+04,4.705e+04,8.796e+04
83.8,6.407e+03,3.396e+04,4.760e+04,8.797e+04
85.3,5.843e+03,3.500e+04,4.950e+04,9.035e+04
86.9,6.722e+03,3.721e+04,5.136e+04,9.529e+04
88.4,8.938e+03,4.190e+04,5.461e+04,1.055e+05
90.0,1.203e+04,4.885e+04,5.955e+04,1.204e+05
91.5,1.554e+04,5.787e+04,7.030e+04,1.437e+05
93.1,2.019e+04,6.868e+04,8.333e+04,1.722e+05
94.6,2.559e+04,8.202e+04,9.465e+04,2.023e+05
96.2,3.336e+04,9.791e+04,1.090e+05,2.403e+05
97.7,4.591e+04,1.163e+05,1.269e+05,2.891e+05
99.3,6.095e+04,1.345e+05,1.478e+05,3.432e+05
100.8,7.771e+04,1.480e+05,1.635e+05,3.893e+05
102.4,9.342e+04,1.540e+05,1.753e+05,4.228e+05
103.9,1.097e+05,1.609e+05,1.829e+05,4.535e+05
105.5,1.080e+05,1.546e+05,1.580e+05,4.206e+05
107.0,8.495e+04,1.408e+05,1.258e+05,3.516e+05
108.6,7.600e+04,1.423e+05,1.206e+05,3.389e+05
110.1,9.059e+04,1.576e+05,1.421e+05,3.903e+05
111.7,1.194e+05,1.817e+05,1.750e+05,4.761e+05
113.3,1.609e+05,2.123e+05,2.126e+05,5.858e+05
114.8,2.057e+05,2.484e+05,2.578e+05,7.119e+05
116.4,2.444e+05,2.790e+05,2.892e+05,8.127e+05
117.9,2.833e+05,2.943e+05,2.965e+05,8.741e+05
119.5,2.805e+05,2.617e+05,2.462e+05,7.884e+05
121.0,2.724e+05,1.850e+05,1.851e+05,6.424e+05
122.6,2.978e+05,1.188e+05,1.597e+05,5.763e+05
124.1,3.713e+05,9.933e+04,1.943e+05,6.649e+05
125.7,5.296e+05,1.165e+05,2.938e+05,9.398e+05
127.2,8.897e+05,1.502e+05,5.177e+05,1.558e+06
128.8,1.360e+06,1.848e+05,7.694e+05,2.314e+06
130.3,1.692e+06,2.329e+05,8.904e+05,2.815e+06
131.9,1.689e+06,3.064e+05,8.193e+05,2.815e+06
133.4,7.267e+05,1.742e+05,3.409e+05,1.242e+06
135.0,1.256e+05,5.833e+04,4.610e+04,2.300e+05
136.5,8.669e+04,6.178e+04,2.530e+04,1.738e+05
138.1,6.755e+04,6.483e+04,1.895e+04,1.513e+05
139.6,4.957e+04,6.154e+04,1.547e+04,1.266e+05
141.2,3.672e+04,5.772e+04,1.509e+04,1.095e+05
142.7,3.118e+04,5.616e+04,1.642e+04,1.038e+05
144.3,2.921e+04,5.599e+04,1.786e+04,1.031e+05
145.8,2.736e+04,5.417e+04,1.884e+04,1.004e+05
147.4,2.503e+04,5.611e+04,1.957e+04,1.007e+05
148.9,2.431e+04,6.263e+04,2.309e+04,1.100e+05
150.5,2.305e+04,6.947e+04,2.638e+04,1.189e+05
152.0,1.895e+04,7.509e+04,2.760e+04,1.216e+05
153.6,1.705e+04,7.903e+04,3.037e+04,1.264e+05
155.1,1.685e+04,8.436e+04,3.483e+04,1.360e+05
156.7,1.641e+04,8.870e+04,3.741e+04,1.425e+05
158.2,1.887e+04,9.000e+04,4.897e+04,1.578e+05
159.8,1.621e+04,9.944e+04,4.911e+04,1.648e+05
161.3,1.246e+04,1.165e+05,4.349e+04,1.724e+05
162.9,1.279e+04,1.337e+05,5.079e+04,1.973e+05
164.4,1.467e+04,1.578e+05,6.095e+04,2.335e+05
166.0,1.745e+04,1.787e+05,7.579e+04,2.719e+05
167.6,2.076e+04,1.962e+05,8.613e+04,3.031e+05
169.1,2.205e+04,2.004e+05,8.860e+04,3.111e+05
170.7,1.956e+04,1.948e+05,9.049e+04,3.048e+05
172.2,2.102e+04,1.913e+05,9.194e+04,3.042e+05
173.8,1.766e+04,1.817e+05,8.662e+04,2.860e+05
175.3,1.218e+04,1.644e+05,7.480e+04,2.514e+05
176.9,7.160e+03,1.414e+05,6.080e+04,2.094e+05
178.4,3.611e+03,1.157e+05,4.698e+04,1.663e+05
180.0,3.004e+03,9.693e+04,3.789e+04,1.378e+05
181.5,3.818e+03,7.922e+04,3.181e+04,1.148e+05
183.1,4.935e+03,6.804e+04,2.618e+04,9.916e+04
184.6,6.266e+03,6.137e+04,2.236e+04,8.999e+04
186.2,6.771e+03,6.163e+04,2.004e+04,8.845e+04
187.7,6.520e+03,6.564e+04,1.804e+04,9.020e+04
189.3,6.000e+03,6.569e+04,1.754e+04,8.923e+04
190.8,5.871e+03,6.001e+04,1.684e+04,8.272e+04
192.4,5.732e+03,5.279e+04,1.577e+04,7.429e+04
193.9,6.303e+03,4.665e+04,1.495e+04,6.791e+04
195.5,6.447e+03,4.053e+04,1.436e+04,6.133e+04
197.0,6.038e+03,3.569e+04,1.359e+04,5.532e+04
198.6,6.429e+03,3.193e+04,1.323e+04,5.159e+04
