freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.194e+02,2.346e+02,4.224e+02,1.476e+03
1.6,1.102e+03,1.001e+03,1.979e+03,4.082e+03
3.1,9.422e+02,1.223e+03,2.252e+03,4.417e+03
4.7,1.583e+03,1.549e+03,2.784e+03,5.917e+03
6.2,3.048e+03,2.136e+03,3.636e+03,8.820e+03
7.8,4.233e+03,2.750e+03,4.123e+03,1.111e+04
9.3,4.937e+03,3.019e+03,4.433e+03,1.239e+04
10.9,5.834e+03,2.918e+03,4.453e+03,1.320e+04
12.4,6.886e+03,2.831e+03,4.114e+03,1.383e+04
14.0,7.926e+03,2.399e+03,3.525e+03,1.385e+04
15.5,9.069e+03,1.903e+03,2.537e+03,1.351e+04
17.1,1.074e+04,1.642e+03,1.869e+03,1.425e+04
18.6,1.260e+04,1.257e+03,1.249e+03,1.510e+04
20.2,1.524e+04,1.193e+03,1.096e+03,1.753e+04
21.7,1.806e+04,1.065e+03,9.139e+02,2.004e+04
23.3,2.094e+04,9.995e+02,9.485e+02,2.288e+04
24.8,2.403e+04,9.776e+02,9.540e+02,2.596e+04
26.4,2.787e+04,9.649e+02,8.567e+02,2.969e+04
27.9,3.193e+04,9.258e+02,8.151e+02,3.367e+04
29.5,3.497e+04,9.501e+02,8.041e+02,3.672e+04
31.1,3.968e+04,9.918e+02,9.063e+02,4.158e+04
32.6,4.606e+04,9.442e+02,9.072e+02,4.791e+04
34.2,5.303e+04,9.041e+02,9.373e+02,5.487e+04
35.7,6.054e+04,9.545e+02,1.029e+03,6.252e+04
37.3,6.732e+04,1.044e+03,1.053e+03,6.942e+04
38.8,7.503e+04,1.143e+03,1.129e+03,7.730e+04
40.4,8.606e+04,1.015e+03,1.237e+03,8.831e+04
41.9,1.044e+05,1.021e+03,1.419e+03,1.068e+05
43.5,1.266e+05,1.152e+03,1.675e+03,1.295e+05
45.0,1.469e+05,1.222e+03,1.853e+03,1.500e+05
46.6,1.794e+05,1.615e+03,2.075e+03,1.831e+05
48.1,2.178e+05,1.851e+03,2.193e+03,2.219e+05
49.7,2.555e+05,2.080e+03,1.859e+03,2.595e+05
51.2,3.161e+05,2.502e+03,1.549e+03,3.202e+05
52.8,4.127e+05,3.007e+03,1.658e+03,4.173e+05
54.3,5.084e+05,3.481e+03,2.054e+03,5.140e+05
55.9,6.284e+05,4.009e+03,2.470e+03,6.349e+05
57.4,7.992e+05,4.315e+03,3.784e+03,8.073e+05
59.0,1.078e+06,4.995e+03,7.683e+03,1.091e+06
60.6,1.582e+06,7.463e+03,1.776e+04,1.607e+06
62.1,2.456e+06,1.358e+04,3.916e+04,2.509e+06
63.7,3.757e+06,2.330e+04,6.751e+04,3.848e+06
65.2,4.506e+06,3.063e+04,8.885e+04,4.626e+06
66.8,4.144e+06,3.177e+04,1.040e+05,4.280e+06
68.3,3.416e+06,3.326e+04,1.197e+05,3.569e+06
69.9,2.626e+06,3.320e+04,1.212e+05,2.781e+06
71.4,1.850e+06,3.142e+04,9.467e+04,1.977e+06
73.0,1.355e+06,2.867e+04,8.018e+04,1.464e+06
74.5,1.043e+06,3.089e+04,1.070e+05,1.181e+06
76.1,7.735e+05,3.416e+04,1.161e+05,9.237e+05
77.6,5.469e+05,3.477e+04,9.720e+04,6.789e+05
79.2,3.853e+05,3.437e+04,7.383e+04,4.935e+05
80.7,2.869e+05,3.364e+04,5.889e+04,3.795e+05
