freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.712e+02,5.338e+00,1.087e+01,2.874e+02
1.5,1.656e+02,2.258e+01,5.086e+01,2.390e+02
3.1,2.996e+01,2.457e+01,5.762e+01,1.122e+02
4.6,3.327e+02,2.521e+01,5.242e+01,4.103e+02
6.2,1.234e+03,2.668e+01,5.412e+01,1.315e+03
7.7,2.116e+03,2.882e+01,5.892e+01,2.204e+03
9.3,2.710e+03,2.699e+01,6.026e+01,2.797e+03
10.8,3.600e+03,2.595e+01,5.617e+01,3.683e+03
12.4,4.941e+03,2.638e+01,5.648e+01,5.024e+03
13.9,6.449e+03,2.505e+01,5.966e+01,6.534e+03
15.5,8.165e+03,2.463e+01,6.250e+01,8.252e+03
17.0,9.926e+03,2.659e+01,6.779e+01,1.002e+04
18.6,1.207e+04,2.629e+01,7.194e+01,1.217e+04
20.1,1.474e+04,2.640e+01,7.485e+01,1.484e+04
21.7,1.757e+04,2.712e+01,6.954e+01,1.767e+04
23.2,2.050e+04,3.082e+01,7.197e+01,2.061e+04
24.8,2.346e+04,3.601e+01,8.127e+01,2.357e+04
26.3,2.740e+04,2.986e+01,8.060e+01,2.752e+04
27.8,3.247e+04,2.875e+01,9.099e+01,3.259e+04
29.4,3.725e+04,3.264e+01,1.013e+02,3.739e+04
30.9,4.371e+04,3.903e+01,1.052e+02,4.386e+04
32.5,5.048e+04,3.990e+01,1.194e+02,5.064e+04
34.0,5.635e+04,3.496e+01,1.544e+02,5.654e+04
35.6,6.342e+04,2.940e+01,2.106e+02,6.366e+04
37.1,7.298e+04,2.867e+01,2.713e+02,7.328e+04
38.7,8.460e+04,2.946e+01,3.741e+02,8.500e+04
40.2,9.232e+04,3.253e+01,4.804e+02,9.283e+04
41.8,9.825e+04,4.744e+01,3.885e+02,9.869e+04
43.3,1.179e+05,6.597e+01,2.372e+02,1.182e+05
44.9,1.574e+05,6.071e+01,2.013e+02,1.577e+05
46.4,2.087e+05,4.268e+01,4.941e+02,2.092e+05
48.0,2.508e+05,3.484e+01,9.255e+02,2.518e+05
49.5,2.666e+05,3.078e+01,1.216e+03,2.679e+05
51.0,2.621e+05,2.936e+01,1.545e+03,2.637e+05
52.6,2.518e+05,3.237e+01,2.045e+03,2.539e+05
54.1,2.611e+05,4.435e+01,2.777e+03,2.639e+05
55.7,2.873e+05,5.645e+01,3.228e+03,2.906e+05
57.2,3.219e+05,7.250e+01,3.615e+03,3.256e+05
58.8,3.391e+05,1.512e+02,4.871e+03,3.441e+05
60.3,3.392e+05,2.163e+02,6.673e+03,3.461e+05
61.9,3.463e+05,2.741e+02,5.827e+03,3.524e+05
63.4,3.562e+05,2.093e+02,4.311e+03,3.607e+05
65.0,3.472e+05,1.531e+02,3.426e+03,3.508e+05
66.5,3.408e+05,1.122e+02,2.610e+03,3.435e+05
68.1,3.340e+05,5.816e+01,1.871e+03,3.359e+05
69.6,3.106e+05,5.893e+01,1.399e+03,3.121e+05
71.2,2.828e+05,1.067e+02,1.088e+03,2.840e+05
72.7,2.596e+05,1.735e+02,8.493e+02,2.606e+05
74.3,2.417e+05,2.306e+02,6.392e+02,2.426e+05
75.8,2.345e+05,2.775e+02,4.892e+02,2.353e+05
77.3,2.444e+05,3.013e+02,5.177e+02,2.452e+05
78.9,2.563e+05,2.866e+02,5.236e+02,2.571e+05
80.4,2.670e+05,2.704e+02,5.815e+02,2.678e+05
82.0,2.661e+05,3.135e+02,6.382e+02,2.671e+05
83.5,2.436e+05,3.204e+02,6.041e+02,2.446e+05
85.1,2.162e+05,2.426e+02,4.797e+02,2.169e+05
86.6,2.033e+05,2.233e+02,3.044e+02,2.038e+05
88.2,1.939e+05,2.981e+02,2.839e+02,1.945e+05
89.7,1.767e+05,4.770e+02,3.736e+02,1.776e+05
91.3,1.622e+05,7.517e+02,5.066e+02,1.634e+05
92.8,1.495e+05,1.227e+03,6.670e+02,1.514e+05
94.4,1.378e+05,1.524e+03,7.067e+02,1.401e+05
95.9,1.283e+05,1.720e+03,8.420e+02,1.309e+05
97.5,1.212e+05,2.205e+03,1.083e+03,1.245e+05
99.0,1.137e+05,2.160e+03,1.068e+03,1.169e+05
100.6,1.080e+05,1.951e+03,9.920e+02,1.110e+05
102.1,1.093e+05,2.203e+03,1.135e+03,1.126e+05
103.6,1.169e+05,2.645e+03,1.318e+03,1.209e+05
105.2,1.190e+05,4.235e+03,1.909e+03,1.251e+05
106.7,1.117e+05,7.052e+03,2.927e+03,1.217e+05
108.3,1.014e+05,7.596e+03,3.283e+03,1.123e+05
109.8,8.773e+04,5.735e+03,2.698e+03,9.616e+04
111.4,8.052e+04,5.990e+03,3.001e+03,8.951e+04
112.9,7.967e+04,5.978e+03,3.241e+03,8.889e+04
114.5,7.604e+04,5.232e+03,2.979e+03,8.425e+04
116.0,6.768e+04,6.673e+03,3.230e+03,7.758e+04
117.6,6.393e+04,6.536e+03,2.855e+03,7.332e+04
119.1,6.171e+04,4.937e+03,2.192e+03,6.884e+04
120.7,5.414e+04,3.111e+03,1.493e+03,5.875e+04
122.2,4.675e+04,1.847e+03,1.029e+03,4.963e+04
123.8,4.643e+04,1.309e+03,8.125e+02,4.855e+04
125.3,4.812e+04,9.569e+02,6.473e+02,4.972e+04
126.8,4.850e+04,6.716e+02,4.875e+02,4.966e+04
128.4,4.663e+04,7.293e+02,4.228e+02,4.778e+04
129.9,4.456e+04,8.363e+02,3.978e+02,4.580e+04
131.5,4.494e+04,8.705e+02,4.028e+02,4.621e+04
133.0,3.290e+04,7.602e+02,3.667e+02,3.403e+04
134.6,1.964e+04,5.500e+02,3.081e+02,2.050e+04
136.1,2.138e+04,5.119e+02,3.027e+02,2.220e+04
137.7,2.547e+04,4.894e+02,2.834e+02,2.624e+04
139.2,2.900e+04,4.158e+02,2.672e+02,2.968e+04
140.8,3.252e+04,3.399e+02,2.415e+02,3.310e+04
142.3,3.635e+04,2.871e+02,2.343e+02,3.688e+04
143.9,3.751e+04,2.487e+02,2.206e+02,3.798e+04
145.4,3.641e+04,2.219e+02,2.002e+02,3.683e+04
147.0,3.501e+04,1.845e+02,1.944e+02,3.539e+04
148.5,3.362e+04,1.516e+02,1.985e+02,3.397e+04
150.1,3.185e+04,1.369e+02,2.040e+02,3.219e+04
151.6,3.012e+04,1.414e+02,1.881e+02,3.045e+04
153.1,2.952e+04,1.553e+02,1.964e+02,2.988e+04
154.7,3.010e+04,1.783e+02,2.208e+02,3.050e+04
156.2,3.391e+04,1.591e+02,2.764e+02,3.435e+04
157.8,4.429e+04,1.759e+02,3.908e+02,4.486e+04
159.3,6.002e+04,2.583e+02,5.672e+02,6.084e+04
160.9,7.247e+04,4.761e+02,7.755e+02,7.372e+04
162.4,7.636e+04,6.091e+02,8.771e+02,7.784e+04
164.0,7.743e+04,6.560e+02,9.206e+02,7.900e+04
165.5,7.597e+04,6.562e+02,1.003e+03,7.763e+04
167.1,7.323e+04,6.038e+02,9.537e+02,7.479e+04
168.6,7.052e+04,5.232e+02,8.772e+02,7.192e+04
170.2,6.866e+04,4.405e+02,8.403e+02,6.994e+04
171.7,6.545e+04,3.572e+02,7.864e+02,6.660e+04
173.3,6.095e+04,2.908e+02,7.553e+02,6.199e+04
174.8,5.598e+04,2.675e+02,7.832e+02,5.703e+04
176.4,5.240e+04,2.712e+02,8.178e+02,5.349e+04
177.9,5.020e+04,3.121e+02,8.749e+02,5.139e+04
179.4,5.031e+04,4.054e+02,9.650e+02,5.168e+04
181.0,5.003e+04,6.182e+02,1.056e+03,5.171e+04
182.5,4.971e+04,8.776e+02,1.125e+03,5.172e+04
184.1,4.748e+04,1.139e+03,1.175e+03,4.979e+04
185.6,4.377e+04,1.338e+03,1.144e+03,4.626e+04
187.2,4.265e+04,1.278e+03,1.116e+03,4.504e+04
188.7,4.192e+04,1.310e+03,1.094e+03,4.432e+04
190.3,3.952e+04,1.460e+03,1.098e+03,4.208e+04
191.8,3.678e+04,1.626e+03,1.055e+03,3.946e+04
193.4,3.616e+04,1.938e+03,1.079e+03,3.918e+04
194.9,3.638e+04,2.145e+03,1.118e+03,3.964e+04
196.5,3.575e+04,2.514e+03,1.230e+03,3.949e+04
198.0,3.453e+04,2.845e+03,1.256e+03,3.863e+04
199.6,3.143e+04,2.873e+03,1.179e+03,3.549e+04
