freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.813e+02,1.813e+02,1.901e+02,1.253e+03
1.6,8.487e+02,8.497e+02,8.903e+02,2.589e+03
3.1,5.954e+02,1.003e+03,9.884e+02,2.587e+03
4.7,1.092e+03,1.134e+03,1.068e+03,3.293e+03
6.2,2.205e+03,1.232e+03,1.186e+03,4.623e+03
7.8,2.923e+03,1.161e+03,1.178e+03,5.262e+03
9.4,3.695e+03,1.318e+03,1.099e+03,6.112e+03
10.9,4.765e+03,1.257e+03,1.039e+03,7.061e+03
12.5,5.998e+03,1.101e+03,9.458e+02,8.045e+03
14.1,7.414e+03,1.085e+03,9.922e+02,9.491e+03
15.6,8.972e+03,1.096e+03,9.715e+02,1.104e+04
17.2,1.096e+04,1.064e+03,9.634e+02,1.299e+04
18.7,1.316e+04,1.178e+03,1.026e+03,1.537e+04
20.3,1.534e+04,1.298e+03,9.839e+02,1.762e+04
21.9,1.811e+04,1.283e+03,1.044e+03,2.043e+04
23.4,2.113e+04,1.265e+03,1.019e+03,2.342e+04
25.0,2.478e+04,1.394e+03,1.077e+03,2.725e+04
26.5,2.856e+04,1.194e+03,1.073e+03,3.083e+04
28.1,3.072e+04,1.040e+03,1.001e+03,3.276e+04
29.7,3.452e+04,1.011e+03,9.558e+02,3.649e+04
31.2,4.055e+04,1.095e+03,1.087e+03,4.273e+04
32.8,4.568e+04,8.869e+02,9.321e+02,4.750e+04
34.3,5.090e+04,9.690e+02,8.558e+02,5.272e+04
35.9,5.707e+04,1.076e+03,9.454e+02,5.909e+04
37.5,6.742e+04,1.121e+03,9.938e+02,6.953e+04
39.0,7.705e+04,1.166e+03,1.080e+03,7.929e+04
40.6,9.065e+04,1.266e+03,1.270e+03,9.319e+04
42.2,1.121e+05,1.395e+03,1.462e+03,1.150e+05
43.7,1.336e+05,1.590e+03,1.731e+03,1.369e+05
45.3,1.612e+05,1.856e+03,1.973e+03,1.650e+05
46.8,2.004e+05,2.199e+03,1.984e+03,2.046e+05
48.4,2.415e+05,2.519e+03,2.368e+03,2.463e+05
