freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.063e+02,1.525e+02,1.475e+03,1.733e+03
1.6,3.760e+02,5.568e+02,1.524e+03,2.457e+03
3.1,4.491e+02,6.463e+02,9.417e+02,2.037e+03
4.7,4.734e+02,6.522e+02,1.475e+03,2.600e+03
6.2,4.679e+02,6.450e+02,2.911e+03,4.024e+03
7.8,5.332e+02,7.203e+02,4.574e+03,5.828e+03
9.3,6.209e+02,8.095e+02,5.893e+03,7.323e+03
10.9,6.088e+02,8.894e+02,7.444e+03,8.942e+03
12.4,6.782e+02,9.845e+02,9.807e+03,1.147e+04
14.0,8.777e+02,1.140e+03,1.359e+04,1.561e+04
15.5,1.110e+03,1.425e+03,1.838e+04,2.091e+04
17.1,1.749e+03,2.275e+03,2.342e+04,2.744e+04
18.7,2.966e+03,3.759e+03,3.162e+04,3.835e+04
20.2,3.006e+03,3.686e+03,3.788e+04,4.458e+04
21.8,2.061e+03,2.585e+03,4.620e+04,5.084e+04
23.3,1.350e+03,1.589e+03,5.650e+04,5.944e+04
24.9,1.015e+03,1.090e+03,6.811e+04,7.022e+04
26.4,1.083e+03,9.252e+02,8.564e+04,8.765e+04
28.0,1.135e+03,8.894e+02,1.112e+05,1.133e+05
29.5,1.231e+03,1.050e+03,1.389e+05,1.412e+05
31.1,1.060e+03,1.390e+03,1.726e+05,1.750e+05
32.6,1.011e+03,2.226e+03,2.252e+05,2.285e+05
34.2,1.427e+03,3.678e+03,3.290e+05,3.341e+05
35.8,3.022e+03,6.049e+03,5.472e+05,5.563e+05
37.3,9.238e+03,1.587e+04,1.190e+06,1.215e+06
38.9,2.706e+04,4.576e+04,2.709e+06,2.782e+06
40.4,7.012e+04,1.036e+05,5.520e+06,5.694e+06
42.0,1.043e+05,1.333e+05,6.359e+06,6.597e+06
43.5,9.223e+04,1.113e+05,4.271e+06,4.475e+06
45.1,6.890e+04,7.937e+04,2.501e+06,2.650e+06
46.6,4.498e+04,6.553e+04,1.646e+06,1.757e+06
48.2,2.448e+04,6.151e+04,1.141e+06,1.227e+06
49.7,1.532e+04,5.536e+04,8.033e+05,8.739e+05
51.3,2.240e+04,4.877e+04,6.113e+05,6.824e+05
52.8,4.373e+04,4.819e+04,5.062e+05,5.981e+05
54.4,7.513e+04,5.442e+04,4.465e+05,5.761e+05
56.0,1.369e+05,5.157e+04,3.175e+05,5.059e+05
57.5,1.668e+05,3.374e+04,1.576e+05,3.581e+05
59.1,1.680e+05,1.825e+04,8.187e+04,2.682e+05
60.6,1.711e+05,1.023e+04,6.625e+04,2.476e+05
62.2,1.489e+05,5.846e+03,6.477e+04,2.195e+05
63.7,9.531e+04,4.695e+03,5.753e+04,1.575e+05
65.3,4.837e+04,6.519e+03,5.092e+04,1.058e+05
66.8,2.344e+04,9.335e+03,4.409e+04,7.687e+04
68.4,1.399e+04,1.042e+04,3.644e+04,6.085e+04
69.9,1.224e+04,7.689e+03,2.946e+04,4.939e+04
71.5,1.090e+04,3.521e+03,2.414e+04,3.856e+04
73.1,8.810e+03,2.750e+03,2.428e+04,3.584e+04
74.6,8.568e+03,7.134e+03,3.220e+04,4.790e+04
76.2,9.444e+03,1.311e+04,4.297e+04,6.553e+04
77.7,8.863e+03,1.924e+04,5.393e+04,8.203e+04
79.3,6.930e+03,2.735e+04,6.707e+04,1.014e+05
80.8,5.151e+03,3.780e+04,8.422e+04,1.272e+05
82.4,4.939e+03,4.926e+04,9.467e+04,1.489e+05
83.9,5.035e+03,4.726e+04,8.231e+04,1.346e+05
85.5,5.586e+03,1.898e+04,3.742e+04,6.198e+04
87.0,8.325e+03,1.081e+04,1.823e+04,3.736e+04
88.6,1.279e+04,1.011e+04,1.256e+04,3.546e+04
90.2,1.896e+04,8.752e+03,8.887e+03,3.660e+04
91.7,2.328e+04,8.581e+03,6.922e+03,3.879e+04
93.3,2.309e+04,1.141e+04,6.790e+03,4.129e+04
94.8,2.257e+04,1.736e+04,7.000e+03,4.694e+04
96.4,2.400e+04,2.253e+04,7.446e+03,5.398e+04
97.9,2.759e+04,2.787e+04,6.813e+03,6.228e+04
99.5,2.920e+04,2.737e+04,5.832e+03,6.240e+04
101.0,2.783e+04,2.248e+04,4.551e+03,5.486e+04
102.6,2.773e+04,1.809e+04,3.702e+03,4.952e+04
104.1,2.681e+04,1.589e+04,3.304e+03,4.600e+04
105.7,2.019e+04,1.630e+04,3.419e+03,3.990e+04
107.3,1.495e+04,1.939e+04,3.766e+03,3.811e+04
108.8,1.265e+04,1.973e+04,3.817e+03,3.620e+04
110.4,1.245e+04,1.663e+04,4.891e+03,3.397e+04
111.9,1.052e+04,1.527e+04,8.617e+03,3.441e+04
113.5,9.747e+03,1.640e+04,1.236e+04,3.851e+04
115.0,8.807e+03,1.820e+04,1.382e+04,4.083e+04
116.6,1.014e+04,1.976e+04,1.393e+04,4.383e+04
118.1,1.320e+04,1.987e+04,1.258e+04,4.566e+04
119.7,1.607e+04,1.797e+04,1.103e+04,4.506e+04
121.2,2.630e+04,1.553e+04,1.229e+04,5.413e+04
122.8,4.690e+04,1.815e+04,1.862e+04,8.367e+04
124.4,6.181e+04,2.379e+04,2.597e+04,1.116e+05
125.9,6.315e+04,2.723e+04,3.000e+04,1.204e+05
127.5,5.786e+04,2.582e+04,3.017e+04,1.139e+05
129.0,4.793e+04,1.957e+04,2.665e+04,9.415e+04
130.6,3.455e+04,1.248e+04,2.125e+04,6.828e+04
132.1,2.006e+04,7.929e+03,1.575e+04,4.373e+04
133.7,1.171e+04,5.360e+03,1.035e+04,2.742e+04
135.2,8.156e+03,4.238e+03,7.513e+03,1.991e+04
136.8,6.617e+03,3.711e+03,6.197e+03,1.652e+04
138.3,7.128e+03,3.637e+03,5.123e+03,1.589e+04
139.9,9.163e+03,3.149e+03,4.214e+03,1.653e+04
