freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.194e+01,3.613e+02,1.714e+01,4.304e+02
1.6,4.861e+01,2.650e+02,6.883e+01,3.825e+02
3.1,2.812e+01,9.934e+01,7.615e+01,2.036e+02
4.7,2.930e+01,5.174e+02,7.651e+01,6.232e+02
6.3,3.036e+01,1.594e+03,8.000e+01,1.704e+03
7.8,3.004e+01,2.134e+03,7.742e+01,2.242e+03
9.4,2.959e+01,2.825e+03,7.912e+01,2.934e+03
11.0,3.175e+01,3.898e+03,7.721e+01,4.007e+03
12.5,3.146e+01,5.549e+03,7.894e+01,5.659e+03
14.1,2.960e+01,7.756e+03,7.690e+01,7.862e+03
15.6,3.085e+01,1.056e+04,8.229e+01,1.067e+04
17.2,3.071e+01,1.324e+04,8.804e+01,1.336e+04
18.8,3.685e+01,1.573e+04,8.696e+01,1.585e+04
20.3,4.551e+01,1.861e+04,9.249e+01,1.875e+04
21.9,5.485e+01,2.171e+04,8.478e+01,2.185e+04
23.5,5.444e+01,2.622e+04,7.743e+01,2.635e+04
25.0,5.708e+01,3.268e+04,7.797e+01,3.281e+04
26.6,6.544e+01,4.139e+04,7.981e+01,4.154e+04
28.2,8.872e+01,4.926e+04,8.298e+01,4.943e+04
29.7,1.370e+02,5.873e+04,7.963e+01,5.895e+04
31.3,2.182e+02,7.350e+04,8.431e+01,7.380e+04
32.9,3.610e+02,8.944e+04,9.857e+01,8.990e+04
34.4,5.559e+02,1.076e+05,1.067e+02,1.083e+05
36.0,9.727e+02,1.460e+05,1.386e+02,1.472e+05
37.6,2.099e+03,2.086e+05,2.550e+02,2.110e+05
39.1,3.185e+03,3.099e+05,4.646e+02,3.136e+05
40.7,4.852e+03,4.579e+05,7.839e+02,4.635e+05
42.3,1.462e+04,6.865e+05,1.158e+03,7.023e+05
43.8,3.150e+04,8.369e+05,1.267e+03,8.697e+05
45.4,3.702e+04,6.762e+05,1.047e+03,7.143e+05
46.9,3.192e+04,4.575e+05,8.841e+02,4.903e+05
48.5,2.675e+04,3.438e+05,8.043e+02,3.714e+05
50.1,2.585e+04,2.762e+05,5.007e+02,3.025e+05
51.6,2.282e+04,2.153e+05,2.083e+02,2.383e+05
53.2,1.896e+04,1.573e+05,3.261e+02,1.766e+05
54.8,1.941e+04,1.151e+05,8.593e+02,1.354e+05
56.3,2.554e+04,8.260e+04,8.587e+02,1.090e+05
57.9,3.554e+04,5.512e+04,3.787e+02,9.103e+04
59.5,4.696e+04,3.908e+04,4.612e+02,8.650e+04
61.0,7.882e+04,2.844e+04,6.347e+02,1.079e+05
62.6,1.214e+05,3.851e+04,9.414e+02,1.608e+05
64.2,1.495e+05,6.813e+04,1.784e+03,2.194e+05
65.7,1.550e+05,1.025e+05,2.861e+03,2.604e+05
67.3,1.486e+05,1.381e+05,2.875e+03,2.895e+05
68.9,1.337e+05,1.606e+05,2.092e+03,2.964e+05
70.4,1.199e+05,1.394e+05,8.995e+02,2.602e+05
72.0,1.224e+05,1.441e+05,4.667e+02,2.670e+05
73.6,1.221e+05,1.660e+05,4.430e+02,2.885e+05
75.1,1.121e+05,1.708e+05,1.830e+03,2.847e+05
76.7,9.939e+04,1.647e+05,6.478e+03,2.706e+05
78.2,8.685e+04,1.558e+05,8.799e+03,2.514e+05
79.8,7.951e+04,1.509e+05,9.498e+03,2.399e+05
81.4,7.300e+04,1.420e+05,1.054e+04,2.256e+05
82.9,6.818e+04,1.328e+05,1.112e+04,2.121e+05
84.5,7.066e+04,1.299e+05,1.077e+04,2.113e+05
86.1,7.602e+04,1.306e+05,9.076e+03,2.157e+05
87.6,7.521e+04,1.258e+05,8.259e+03,2.093e+05
89.2,7.008e+04,1.139e+05,8.716e+03,1.927e+05
90.8,6.500e+04,1.008e+05,9.782e+03,1.756e+05
92.3,6.033e+04,8.780e+04,1.130e+04,1.594e+05
93.9,5.417e+04,7.470e+04,1.143e+04,1.403e+05
95.5,4.568e+04,6.513e+04,7.944e+03,1.188e+05
97.0,3.685e+04,6.056e+04,4.198e+03,1.016e+05
98.6,3.062e+04,5.901e+04,2.327e+03,9.196e+04
100.2,2.659e+04,5.831e+04,1.650e+03,8.655e+04
101.7,2.355e+04,5.817e+04,1.600e+03,8.331e+04
103.3,1.985e+04,5.610e+04,1.878e+03,7.782e+04
104.9,1.552e+04,5.511e+04,2.201e+03,7.283e+04
106.4,1.156e+04,5.773e+04,2.398e+03,7.169e+04
108.0,7.788e+03,6.405e+04,2.635e+03,7.447e+04
109.5,5.557e+03,7.377e+04,2.590e+03,8.192e+04
111.1,4.265e+03,9.018e+04,2.541e+03,9.699e+04
112.7,2.960e+03,1.173e+05,3.541e+03,1.238e+05
114.2,4.093e+03,1.552e+05,7.448e+03,1.667e+05
115.8,9.443e+03,1.888e+05,1.331e+04,2.115e+05
117.4,1.578e+04,1.977e+05,1.467e+04,2.281e+05
118.9,2.145e+04,1.875e+05,1.442e+04,2.233e+05
120.5,2.399e+04,1.603e+05,1.507e+04,1.994e+05
122.1,2.322e+04,1.330e+05,1.626e+04,1.724e+05
123.6,2.189e+04,1.238e+05,1.755e+04,1.633e+05
125.2,1.886e+04,1.103e+05,1.747e+04,1.466e+05
126.8,1.659e+04,1.002e+05,1.596e+04,1.328e+05
128.3,1.544e+04,9.718e+04,1.513e+04,1.277e+05
129.9,1.480e+04,9.454e+04,1.589e+04,1.252e+05
131.5,1.343e+04,8.617e+04,1.552e+04,1.151e+05
133.0,7.093e+03,4.611e+04,8.972e+03,6.218e+04
134.6,1.857e+03,1.354e+04,3.128e+03,1.853e+04
136.2,1.701e+03,1.166e+04,2.518e+03,1.587e+04
137.7,1.669e+03,1.165e+04,2.262e+03,1.558e+04
139.3,1.817e+03,1.102e+04,2.638e+03,1.547e+04
140.8,2.075e+03,9.358e+03,3.590e+03,1.502e+04
142.4,2.353e+03,9.038e+03,4.573e+03,1.596e+04
144.0,2.664e+03,9.201e+03,4.912e+03,1.678e+04
145.5,2.874e+03,8.665e+03,4.997e+03,1.654e+04
147.1,2.729e+03,7.780e+03,4.770e+03,1.528e+04
148.7,2.566e+03,7.036e+03,4.785e+03,1.439e+04
150.2,2.703e+03,6.332e+03,5.184e+03,1.422e+04
151.8,3.315e+03,5.819e+03,6.246e+03,1.538e+04
153.4,3.998e+03,5.517e+03,7.316e+03,1.683e+04
154.9,3.990e+03,5.452e+03,7.206e+03,1.665e+04
156.5,3.872e+03,5.795e+03,6.540e+03,1.621e+04
158.1,4.083e+03,6.921e+03,6.631e+03,1.763e+04
159.6,4.304e+03,8.947e+03,6.790e+03,2.004e+04
161.2,4.607e+03,9.897e+03,7.459e+03,2.196e+04
162.8,4.908e+03,9.519e+03,8.595e+03,2.302e+04
164.3,4.740e+03,8.833e+03,8.868e+03,2.244e+04
165.9,3.757e+03,7.980e+03,6.772e+03,1.851e+04
167.5,3.045e+03,7.519e+03,5.207e+03,1.577e+04
169.0,2.429e+03,6.699e+03,4.003e+03,1.313e+04
170.6,1.765e+03,5.801e+03,2.800e+03,1.037e+04
172.1,1.697e+03,5.149e+03,2.428e+03,9.274e+03
173.7,1.775e+03,5.077e+03,2.684e+03,9.537e+03
175.3,1.647e+03,5.401e+03,2.707e+03,9.755e+03
176.8,1.482e+03,5.326e+03,2.598e+03,9.406e+03
178.4,1.439e+03,4.870e+03,2.574e+03,8.884e+03
180.0,1.475e+03,4.053e+03,2.706e+03,8.234e+03
181.5,1.484e+03,4.031e+03,2.763e+03,8.278e+03
183.1,1.624e+03,3.891e+03,3.198e+03,8.713e+03
184.7,2.026e+03,3.585e+03,3.950e+03,9.561e+03
186.2,2.758e+03,3.807e+03,5.228e+03,1.179e+04
187.8,3.332e+03,4.015e+03,6.506e+03,1.385e+04
189.4,3.737e+03,4.350e+03,7.356e+03,1.544e+04
190.9,3.753e+03,5.517e+03,7.487e+03,1.676e+04
192.5,3.441e+03,7.697e+03,6.924e+03,1.806e+04
194.1,3.166e+03,9.872e+03,6.379e+03,1.942e+04
195.6,2.927e+03,1.137e+04,6.043e+03,2.034e+04
197.2,3.134e+03,1.314e+04,6.531e+03,2.280e+04
198.8,3.600e+03,1.503e+04,7.389e+03,2.602e+04
