freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.342e+02,1.657e+02,1.397e+03,1.697e+03
1.6,4.730e+02,6.156e+02,1.476e+03,2.565e+03
3.1,5.391e+02,6.605e+02,8.675e+02,2.067e+03
4.7,5.284e+02,6.861e+02,1.487e+03,2.702e+03
6.2,5.835e+02,7.446e+02,3.207e+03,4.535e+03
7.8,5.624e+02,7.551e+02,4.634e+03,5.952e+03
9.3,5.617e+02,6.651e+02,5.282e+03,6.509e+03
10.9,6.153e+02,6.155e+02,6.544e+03,7.775e+03
12.4,5.872e+02,6.663e+02,8.917e+03,1.017e+04
14.0,5.695e+02,6.541e+02,1.309e+04,1.431e+04
15.6,6.535e+02,8.080e+02,1.708e+04,1.854e+04
17.1,6.547e+02,8.442e+02,1.962e+04,2.112e+04
18.7,8.298e+02,9.556e+02,2.419e+04,2.598e+04
20.2,1.110e+03,1.198e+03,3.330e+04,3.561e+04
21.8,1.613e+03,1.865e+03,4.490e+04,4.838e+04
23.3,2.659e+03,3.191e+03,5.654e+04,6.239e+04
24.9,3.203e+03,3.595e+03,6.770e+04,7.450e+04
26.4,2.879e+03,2.901e+03,8.440e+04,9.018e+04
28.0,2.401e+03,1.943e+03,1.026e+05,1.070e+05
29.5,1.790e+03,1.520e+03,1.201e+05,1.234e+05
31.1,1.344e+03,1.561e+03,1.462e+05,1.491e+05
32.7,1.073e+03,1.933e+03,1.978e+05,2.008e+05
34.2,1.162e+03,2.732e+03,2.844e+05,2.883e+05
35.8,1.617e+03,3.403e+03,4.304e+05,4.354e+05
37.3,3.138e+03,7.533e+03,8.104e+05,8.211e+05
38.9,7.915e+03,2.383e+04,1.793e+06,1.825e+06
40.4,2.337e+04,5.512e+04,3.730e+06,3.808e+06
42.0,4.742e+04,9.558e+04,5.780e+06,5.923e+06
43.5,4.528e+04,1.032e+05,5.248e+06,5.396e+06
45.1,2.541e+04,9.025e+04,3.494e+06,3.610e+06
46.7,1.472e+04,7.732e+04,2.274e+06,2.366e+06
48.2,1.030e+04,6.303e+04,1.460e+06,1.533e+06
49.8,7.828e+03,4.625e+04,8.894e+05,9.434e+05
51.3,6.403e+03,3.895e+04,6.301e+05,6.754e+05
52.9,6.807e+03,4.105e+04,5.795e+05,6.274e+05
54.4,1.087e+04,4.704e+04,5.634e+05,6.213e+05
56.0,1.614e+04,4.903e+04,5.090e+05,5.742e+05
57.5,2.327e+04,4.563e+04,4.220e+05,4.909e+05
59.1,5.645e+04,3.870e+04,3.310e+05,4.261e+05
60.6,1.234e+05,2.397e+04,2.010e+05,3.484e+05
62.2,1.449e+05,1.356e+04,1.100e+05,2.684e+05
63.8,1.118e+05,1.375e+04,8.141e+04,2.069e+05
65.3,7.942e+04,1.719e+04,6.608e+04,1.627e+05
66.9,5.341e+04,1.949e+04,5.538e+04,1.283e+05
68.4,3.585e+04,2.174e+04,4.534e+04,1.029e+05
70.0,2.420e+04,2.223e+04,3.566e+04,8.209e+04
71.5,1.623e+04,1.813e+04,2.519e+04,5.955e+04
73.1,1.272e+04,1.168e+04,1.913e+04,4.353e+04
74.6,1.091e+04,6.335e+03,1.833e+04,3.558e+04
76.2,1.105e+04,4.703e+03,2.631e+04,4.206e+04
