freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.199e+02,2.636e+02,3.495e+02,1.333e+03
1.6,1.191e+03,1.029e+03,1.335e+03,3.555e+03
3.1,1.130e+03,1.336e+03,1.710e+03,4.175e+03
4.7,1.374e+03,1.419e+03,1.872e+03,4.665e+03
6.2,2.467e+03,1.413e+03,1.794e+03,5.674e+03
7.8,3.287e+03,1.444e+03,1.827e+03,6.559e+03
9.4,4.036e+03,1.484e+03,1.812e+03,7.331e+03
10.9,5.098e+03,1.333e+03,1.553e+03,7.985e+03
12.5,6.208e+03,1.191e+03,1.265e+03,8.664e+03
14.1,7.638e+03,1.089e+03,1.197e+03,9.924e+03
15.6,9.036e+03,1.007e+03,1.121e+03,1.116e+04
17.2,1.108e+04,9.908e+02,1.079e+03,1.315e+04
18.7,1.329e+04,9.729e+02,1.163e+03,1.542e+04
20.3,1.649e+04,1.005e+03,1.189e+03,1.869e+04
21.9,1.972e+04,1.018e+03,1.210e+03,2.195e+04
23.4,2.180e+04,1.023e+03,1.191e+03,2.402e+04
25.0,2.428e+04,1.093e+03,1.354e+03,2.672e+04
26.6,2.893e+04,1.283e+03,1.459e+03,3.167e+04
28.1,3.410e+04,1.513e+03,1.746e+03,3.736e+04
29.7,4.021e+04,1.674e+03,2.163e+03,4.405e+04
31.2,4.714e+04,1.790e+03,2.528e+03,5.146e+04
32.8,5.749e+04,1.975e+03,2.690e+03,6.215e+04
34.4,6.988e+04,2.189e+03,2.864e+03,7.493e+04
35.9,8.603e+04,2.204e+03,3.599e+03,9.184e+04
37.5,1.047e+05,2.529e+03,4.668e+03,1.119e+05
39.1,1.210e+05,2.636e+03,5.259e+03,1.289e+05
40.6,1.464e+05,3.134e+03,6.597e+03,1.562e+05
42.2,1.826e+05,4.031e+03,9.212e+03,1.958e+05
43.7,2.294e+05,5.402e+03,1.302e+04,2.478e+05
45.3,2.952e+05,7.423e+03,2.241e+04,3.250e+05
46.9,3.773e+05,9.894e+03,3.456e+04,4.217e+05
48.4,4.690e+05,1.074e+04,3.541e+04,5.152e+05
50.0,6.265e+05,1.281e+04,3.542e+04,6.747e+05
51.6,9.546e+05,1.801e+04,5.549e+04,1.028e+06
53.1,1.433e+06,2.774e+04,1.051e+05,1.566e+06
54.7,1.795e+06,4.195e+04,1.578e+05,1.995e+06
56.2,1.712e+06,4.654e+04,1.713e+05,1.930e+06
57.8,1.355e+06,4.541e+04,1.611e+05,1.562e+06
59.4,1.011e+06,4.496e+04,1.507e+05,1.207e+06
60.9,6.925e+05,4.255e+04,1.267e+05,8.617e+05
62.5,4.530e+05,3.920e+04,9.790e+04,5.901e+05
64.1,2.954e+05,3.553e+04,7.816e+04,4.091e+05
65.6,1.927e+05,3.232e+04,6.498e+04,2.899e+05
67.2,1.157e+05,2.751e+04,5.222e+04,1.954e+05
68.7,6.894e+04,2.455e+04,4.431e+04,1.378e+05
70.3,4.492e+04,2.361e+04,4.156e+04,1.101e+05
71.9,2.849e+04,2.290e+04,3.945e+04,9.084e+04
73.4,1.887e+04,2.235e+04,3.893e+04,8.015e+04
75.0,1.476e+04,2.229e+04,4.014e+04,7.718e+04
76.6,1.345e+04,2.354e+04,4.322e+04,8.021e+04
78.1,7.775e+03,2.513e+04,4.599e+04,7.890e+04
79.7,6.478e+03,2.759e+04,4.940e+04,8.348e+04
81.2,8.612e+03,3.320e+04,5.184e+04,9.365e+04
82.8,1.385e+04,3.923e+04,5.571e+04,1.088e+05
84.4,2.163e+04,4.403e+04,5.904e+04,1.247e+05
85.9,3.222e+04,4.490e+04,6.138e+04,1.385e+05
87.5,4.282e+04,3.460e+04,7.081e+04,1.482e+05
89.1,5.193e+04,2.831e+04,8.813e+04,1.684e+05
90.6,6.392e+04,3.642e+04,1.067e+05,2.070e+05
92.2,8.215e+04,5.393e+04,1.332e+05,2.693e+05
93.7,1.098e+05,7.938e+04,1.684e+05,3.575e+05
95.3,1.436e+05,1.117e+05,2.020e+05,4.573e+05
96.9,2.019e+05,1.265e+05,2.436e+05,5.720e+05
98.4,3.018e+05,1.270e+05,2.972e+05,7.260e+05
100.0,4.523e+05,1.207e+05,3.564e+05,9.294e+05
101.6,5.923e+05,1.080e+05,3.903e+05,1.091e+06
103.1,7.038e+05,1.068e+05,4.181e+05,1.229e+06
104.7,8.256e+05,1.063e+05,4.270e+05,1.359e+06
106.2,9.490e+05,1.233e+05,4.100e+05,1.482e+06
107.8,1.005e+06,1.786e+05,3.696e+05,1.554e+06
109.4,9.204e+05,2.547e+05,2.898e+05,1.465e+06
110.9,7.709e+05,3.230e+05,2.132e+05,1.307e+06
112.5,6.267e+05,3.690e+05,1.611e+05,1.157e+06
114.1,5.184e+05,3.978e+05,1.343e+05,1.050e+06
115.6,4.493e+05,4.285e+05,1.289e+05,1.007e+06
117.2,3.948e+05,4.733e+05,1.319e+05,1.000e+06
118.7,3.438e+05,5.147e+05,1.391e+05,9.976e+05
120.3,3.048e+05,5.392e+05,1.496e+05,9.936e+05
121.9,2.712e+05,5.574e+05,1.595e+05,9.881e+05
123.4,2.226e+05,5.325e+05,1.568e+05,9.119e+05
125.0,1.861e+05,3.822e+05,1.468e+05,7.151e+05
126.6,1.906e+05,4.436e+05,1.905e+05,8.247e+05
128.1,1.956e+05,5.808e+05,2.261e+05,1.003e+06
129.7,2.058e+05,7.079e+05,2.610e+05,1.175e+06
131.2,2.180e+05,8.094e+05,2.932e+05,1.321e+06
132.8,1.614e+05,5.505e+05,2.138e+05,9.257e+05
134.4,3.157e+04,1.033e+05,4.029e+04,1.752e+05
135.9,7.554e+03,3.566e+04,1.284e+04,5.605e+04
137.5,7.929e+03,3.991e+04,1.492e+04,6.275e+04
139.1,8.286e+03,4.245e+04,1.652e+04,6.726e+04
140.6,8.706e+03,4.487e+04,1.741e+04,7.098e+04
142.2,9.168e+03,4.547e+04,1.891e+04,7.355e+04
143.7,8.989e+03,4.912e+04,2.074e+04,7.885e+04
145.3,8.694e+03,6.002e+04,2.332e+04,9.203e+04
146.9,8.832e+03,6.853e+04,2.585e+04,1.032e+05
148.4,9.556e+03,7.662e+04,3.018e+04,1.164e+05
150.0,1.119e+04,9.145e+04,3.695e+04,1.396e+05
151.6,1.055e+04,1.011e+05,4.202e+04,1.537e+05
153.1,9.011e+03,1.113e+05,4.665e+04,1.670e+05
154.7,7.436e+03,1.253e+05,4.990e+04,1.826e+05
156.2,6.342e+03,1.462e+05,5.598e+04,2.086e+05
157.8,5.997e+03,1.666e+05,6.295e+04,2.356e+05
159.4,6.042e+03,1.837e+05,6.862e+04,2.584e+05
160.9,5.748e+03,1.975e+05,7.123e+04,2.744e+05
162.5,4.569e+03,1.965e+05,6.762e+04,2.687e+05
164.1,3.232e+03,1.833e+05,6.019e+04,2.467e+05
165.6,2.517e+03,1.630e+05,5.180e+04,2.173e+05
167.2,2.279e+03,1.404e+05,4.269e+04,1.853e+05
168.7,2.486e+03,1.173e+05,3.326e+04,1.530e+05
170.3,3.464e+03,9.321e+04,2.651e+04,1.232e+05
171.9,5.076e+03,6.915e+04,1.850e+04,9.273e+04
173.4,5.873e+03,5.370e+04,1.501e+04,7.458e+04
175.0,5.423e+03,4.794e+04,1.498e+04,6.835e+04
176.6,5.463e+03,4.942e+04,1.627e+04,7.115e+04
178.1,5.018e+03,4.629e+04,1.653e+04,6.784e+04
179.7,4.872e+03,4.241e+04,1.722e+04,6.450e+04
181.2,5.073e+03,4.023e+04,1.834e+04,6.365e+04
182.8,4.861e+03,3.637e+04,1.751e+04,5.874e+04
184.4,5.053e+03,3.255e+04,1.674e+04,5.434e+04
185.9,5.326e+03,2.748e+04,1.570e+04,4.850e+04
187.5,5.586e+03,2.597e+04,1.434e+04,4.590e+04
189.1,5.504e+03,2.454e+04,1.387e+04,4.392e+04
190.6,5.117e+03,2.323e+04,1.376e+04,4.211e+04
192.2,5.224e+03,2.224e+04,1.376e+04,4.122e+04
193.7,5.862e+03,2.118e+04,1.333e+04,4.037e+04
195.3,6.187e+03,2.001e+04,1.318e+04,3.937e+04
196.9,6.054e+03,1.841e+04,1.263e+04,3.709e+04
198.4,6.319e+03,1.770e+04,1.259e+04,3.661e+04
200.0,6.792e+03,1.718e+04,1.265e+04,3.663e+04
