freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.233e+02,1.406e+02,8.418e+02,1.106e+03
1.6,5.272e+02,6.050e+02,1.706e+03,2.838e+03
3.1,6.786e+02,7.303e+02,1.776e+03,3.185e+03
4.7,7.218e+02,7.883e+02,2.141e+03,3.651e+03
6.2,9.406e+02,8.979e+02,3.596e+03,5.435e+03
7.8,1.299e+03,1.264e+03,4.729e+03,7.292e+03
9.3,1.793e+03,1.882e+03,6.046e+03,9.722e+03
10.9,2.226e+03,2.553e+03,8.267e+03,1.305e+04
12.4,2.282e+03,2.858e+03,9.401e+03,1.454e+04
14.0,2.090e+03,2.627e+03,1.102e+04,1.574e+04
15.5,1.525e+03,1.969e+03,1.226e+04,1.576e+04
17.1,1.166e+03,1.545e+03,1.241e+04,1.512e+04
18.6,9.137e+02,1.204e+03,1.520e+04,1.732e+04
20.2,8.647e+02,1.002e+03,1.922e+04,2.109e+04
21.7,8.541e+02,9.047e+02,2.470e+04,2.646e+04
23.3,8.516e+02,8.591e+02,2.945e+04,3.116e+04
24.8,8.126e+02,8.647e+02,3.463e+04,3.631e+04
26.4,9.069e+02,8.280e+02,4.276e+04,4.450e+04
27.9,1.026e+03,8.472e+02,5.177e+04,5.365e+04
29.5,1.108e+03,8.508e+02,5.884e+04,6.080e+04
31.0,9.897e+02,9.370e+02,6.843e+04,7.036e+04
32.6,8.703e+02,1.182e+03,9.133e+04,9.338e+04
34.1,9.272e+02,1.539e+03,1.350e+05,1.375e+05
35.7,1.100e+03,2.329e+03,2.140e+05,2.175e+05
37.2,2.697e+03,5.563e+03,4.283e+05,4.365e+05
38.8,6.291e+03,1.549e+04,8.907e+05,9.125e+05
40.3,1.417e+04,3.298e+04,1.685e+06,1.732e+06
41.9,2.589e+04,4.972e+04,2.331e+06,2.407e+06
43.4,2.460e+04,4.581e+04,1.827e+06,1.898e+06
45.0,1.446e+04,3.408e+04,1.066e+06,1.114e+06
46.5,7.748e+03,2.465e+04,6.266e+05,6.590e+05
48.1,5.387e+03,1.725e+04,3.821e+05,4.048e+05
49.6,4.791e+03,1.245e+04,2.475e+05,2.648e+05
