freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.795e+02,4.150e+02,4.153e+02,1.810e+03
1.6,1.556e+03,1.685e+03,2.114e+03,5.355e+03
3.1,1.990e+03,2.263e+03,3.293e+03,7.545e+03
4.7,3.134e+03,3.251e+03,4.882e+03,1.127e+04
6.2,4.873e+03,3.541e+03,5.239e+03,1.365e+04
7.8,6.168e+03,3.195e+03,5.052e+03,1.442e+04
9.3,6.772e+03,3.046e+03,4.512e+03,1.433e+04
10.9,7.367e+03,2.619e+03,3.664e+03,1.365e+04
12.4,9.199e+03,2.057e+03,2.843e+03,1.410e+04
14.0,1.122e+04,1.565e+03,2.118e+03,1.490e+04
15.5,1.245e+04,1.384e+03,1.828e+03,1.567e+04
17.1,1.480e+04,1.356e+03,1.600e+03,1.776e+04
18.6,1.760e+04,1.257e+03,1.436e+03,2.029e+04
20.2,2.150e+04,1.057e+03,1.387e+03,2.395e+04
21.7,2.529e+04,1.070e+03,1.460e+03,2.782e+04
23.3,2.936e+04,1.166e+03,1.511e+03,3.204e+04
24.8,3.458e+04,1.132e+03,1.530e+03,3.724e+04
26.4,4.035e+04,1.086e+03,1.411e+03,4.285e+04
28.0,4.782e+04,1.062e+03,1.421e+03,5.030e+04
29.5,5.475e+04,1.132e+03,1.621e+03,5.750e+04
31.1,6.335e+04,1.067e+03,1.971e+03,6.639e+04
32.6,7.550e+04,1.071e+03,2.423e+03,7.899e+04
34.2,8.947e+04,1.264e+03,2.661e+03,9.339e+04
35.7,1.038e+05,1.517e+03,3.187e+03,1.085e+05
37.3,1.252e+05,1.637e+03,3.922e+03,1.308e+05
38.8,1.470e+05,1.717e+03,5.410e+03,1.541e+05
40.4,1.737e+05,1.636e+03,7.006e+03,1.824e+05
41.9,2.187e+05,2.317e+03,9.847e+03,2.309e+05
43.5,2.708e+05,3.106e+03,1.350e+04,2.874e+05
45.0,3.330e+05,3.803e+03,1.758e+04,3.544e+05
46.6,4.275e+05,4.977e+03,2.292e+04,4.554e+05
48.1,5.315e+05,5.670e+03,2.380e+04,5.610e+05
49.7,6.317e+05,5.823e+03,1.960e+04,6.572e+05
51.3,7.903e+05,6.370e+03,1.612e+04,8.128e+05
52.8,1.104e+06,8.832e+03,3.377e+04,1.147e+06
54.4,1.689e+06,1.511e+04,8.268e+04,1.787e+06
55.9,2.777e+06,2.434e+04,1.594e+05,2.961e+06
57.5,3.744e+06,4.122e+04,2.609e+05,4.046e+06
59.0,4.376e+06,5.616e+04,3.867e+05,4.819e+06
60.6,3.781e+06,5.294e+04,3.965e+05,4.231e+06
