freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.319e+01,1.052e+02,8.235e+02,1.022e+03
1.6,3.780e+02,4.144e+02,9.817e+02,1.774e+03
3.1,4.508e+02,4.532e+02,8.195e+02,1.724e+03
4.7,4.640e+02,4.681e+02,1.290e+03,2.222e+03
6.2,4.377e+02,4.881e+02,1.991e+03,2.917e+03
7.8,5.002e+02,5.231e+02,2.779e+03,3.803e+03
9.3,5.962e+02,6.763e+02,3.803e+03,5.075e+03
10.9,7.282e+02,9.210e+02,5.694e+03,7.343e+03
12.4,1.241e+03,1.438e+03,8.437e+03,1.112e+04
14.0,1.650e+03,1.915e+03,9.845e+03,1.341e+04
15.5,2.258e+03,2.812e+03,1.403e+04,1.910e+04
17.1,2.778e+03,3.366e+03,1.928e+04,2.542e+04
18.6,2.704e+03,3.357e+03,2.186e+04,2.792e+04
20.2,2.271e+03,3.125e+03,2.178e+04,2.718e+04
21.7,1.363e+03,1.927e+03,2.267e+04,2.596e+04
23.3,9.909e+02,1.450e+03,2.753e+04,2.997e+04
24.8,8.291e+02,1.231e+03,3.362e+04,3.568e+04
26.4,6.733e+02,9.368e+02,4.126e+04,4.287e+04
27.9,6.279e+02,8.315e+02,5.232e+04,5.378e+04
29.5,6.207e+02,8.118e+02,6.059e+04,6.202e+04
31.0,6.648e+02,8.425e+02,6.819e+04,6.970e+04
32.6,6.565e+02,8.936e+02,8.115e+04,8.270e+04
34.1,6.982e+02,8.770e+02,1.059e+05,1.074e+05
35.7,8.204e+02,9.183e+02,1.456e+05,1.474e+05
37.2,1.113e+03,9.767e+02,2.111e+05,2.132e+05
38.8,1.247e+03,1.190e+03,3.118e+05,3.142e+05
40.3,2.604e+03,1.389e+03,5.174e+05,5.214e+05
41.9,7.792e+03,1.556e+03,1.085e+06,1.095e+06
43.4,1.462e+04,2.340e+03,1.945e+06,1.962e+06
45.0,1.873e+04,3.251e+03,2.200e+06,2.222e+06
46.5,2.085e+04,3.598e+03,1.838e+06,1.862e+06
48.1,2.301e+04,3.244e+03,1.335e+06,1.361e+06
49.7,2.520e+04,2.910e+03,9.515e+05,9.796e+05
51.2,2.825e+04,2.849e+03,7.499e+05,7.810e+05
52.8,3.429e+04,2.975e+03,6.667e+05,7.040e+05
54.3,4.140e+04,3.774e+03,6.139e+05,6.591e+05
55.9,4.272e+04,4.781e+03,5.351e+05,5.826e+05
57.4,3.057e+04,6.719e+03,4.996e+05,5.369e+05
59.0,1.575e+04,1.000e+04,5.423e+05,5.681e+05
60.5,9.465e+03,1.294e+04,5.679e+05,5.903e+05
62.1,6.054e+03,1.514e+04,5.172e+05,5.384e+05
63.6,3.471e+03,1.638e+04,4.541e+05,4.740e+05
65.2,4.562e+03,1.447e+04,3.838e+05,4.029e+05
66.7,1.269e+04,9.755e+03,2.657e+05,2.881e+05
68.3,2.162e+04,7.838e+03,1.768e+05,2.062e+05
69.8,3.237e+04,9.448e+03,1.285e+05,1.703e+05
71.4,3.179e+04,1.207e+04,1.132e+05,1.571e+05
72.9,1.898e+04,1.630e+04,1.424e+05,1.777e+05
74.5,1.493e+04,1.976e+04,1.384e+05,1.731e+05
