freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.295e+02,2.845e+02,1.848e+01,1.232e+03
1.5,7.001e+02,1.475e+03,6.919e+01,2.245e+03
3.1,2.280e+02,1.581e+03,7.905e+01,1.888e+03
4.6,5.937e+02,1.407e+03,8.100e+01,2.082e+03
6.1,1.550e+03,1.332e+03,8.006e+01,2.962e+03
7.7,2.468e+03,1.459e+03,7.814e+01,4.005e+03
9.2,3.263e+03,1.424e+03,7.965e+01,4.766e+03
10.7,3.961e+03,1.321e+03,8.233e+01,5.364e+03
12.3,5.283e+03,1.361e+03,7.978e+01,6.724e+03
13.8,6.841e+03,1.433e+03,8.055e+01,8.354e+03
15.3,8.607e+03,1.461e+03,8.338e+01,1.015e+04
16.9,1.069e+04,1.366e+03,8.270e+01,1.214e+04
18.4,1.348e+04,1.263e+03,8.515e+01,1.483e+04
19.9,1.681e+04,1.270e+03,8.410e+01,1.817e+04
21.5,2.031e+04,1.472e+03,8.517e+01,2.187e+04
23.0,2.430e+04,1.680e+03,8.657e+01,2.606e+04
24.5,2.827e+04,1.566e+03,7.918e+01,2.992e+04
26.1,3.286e+04,1.387e+03,7.819e+01,3.433e+04
27.6,3.855e+04,1.363e+03,7.446e+01,3.999e+04
29.1,4.370e+04,1.471e+03,7.334e+01,4.524e+04
30.7,5.405e+04,1.331e+03,8.870e+01,5.547e+04
32.2,6.812e+04,1.402e+03,9.437e+01,6.962e+04
33.7,8.137e+04,1.494e+03,9.761e+01,8.296e+04
35.3,9.853e+04,1.329e+03,1.223e+02,9.998e+04
36.8,1.171e+05,1.366e+03,1.088e+02,1.186e+05
38.3,1.427e+05,1.461e+03,1.191e+02,1.443e+05
39.9,1.698e+05,1.473e+03,1.173e+02,1.714e+05
41.4,1.859e+05,1.515e+03,1.206e+02,1.875e+05
42.9,2.240e+05,1.528e+03,1.504e+02,2.257e+05
44.5,2.931e+05,1.297e+03,2.098e+02,2.946e+05
46.0,3.686e+05,1.500e+03,2.570e+02,3.704e+05
47.5,4.648e+05,1.464e+03,2.386e+02,4.665e+05
49.0,6.075e+05,1.294e+03,2.035e+02,6.090e+05
50.6,7.860e+05,1.518e+03,1.604e+02,7.876e+05
52.1,8.953e+05,1.840e+03,1.301e+02,8.972e+05
53.6,9.575e+05,2.592e+03,2.398e+02,9.603e+05
55.2,1.176e+06,4.277e+03,6.432e+02,1.181e+06
56.7,1.613e+06,5.241e+03,8.514e+02,1.619e+06
58.2,2.310e+06,5.848e+03,8.996e+02,2.317e+06
59.8,3.128e+06,1.086e+04,4.016e+03,3.143e+06
61.3,3.710e+06,1.562e+04,8.007e+03,3.734e+06
62.8,3.468e+06,1.666e+04,8.783e+03,3.494e+06
